Station Name,Device ID,Dev. Type,Installed,Latitude DMS,Longitude DMS,Elevation,Station Location
Estrella Fan,84201,Temperature,12/2/1992,33 16 10.1,112 19 15.3,1455,Alignments of El Mirage Rd. and Germann Rd.
Estrella Fan,84202,Humidity,11/24/1992,33 16 10.1,112 19 15.3,1455,Alignments of El Mirage Rd. and Germann Rd.
Estrella Fan,84203,Pressure,3/9/1994,33 16 10.1,112 19 15.3,1455,Alignments of El Mirage Rd. and Germann Rd.
Estrella Fan,84204,Ave. Wind,11/2/1992,33 16 10.1,112 19 15.3,1455,Alignments of El Mirage Rd. and Germann Rd.
Estrella Fan,84205,Wind Dir.,5/12/2001,33 16 10.1,112 19 15.3,1455,Alignments of El Mirage Rd. and Germann Rd.
Estrella Fan,84206,Peak Wind,7/16/1993,33 16 10.1,112 19 15.3,1455,Alignments of El Mirage Rd. and Germann Rd.
Estrella Fan,84211,Solar Rad.,7/16/1993,33 16 10.1,112 19 15.3,1455,Alignments of El Mirage Rd. and Germann Rd.
Estrella Fan,84215,Water Temp.,3/9/1994,33 16 10.1,112 19 15.3,1455,Alignments of El Mirage Rd. and Germann Rd.
Estrella Fan,84216,Dewpoint,7/6/1994,33 16 10.1,112 19 15.3,1455,Alignments of El Mirage Rd. and Germann Rd.
Upper Waterman Wash,84500,Precip.,6/23/1988,33 05 57.3,112 26 07.6,1575,10 mi. WNW of Mobile
Mobile,84700,Precip.,12/15/2004,33 02 18.5,112 14 38.6,1340,2 miles SE of Mobile
Mobile,84701,Temperature,4/4/2008,33 02 18.5,112 14 38.6,1340,2 miles SE of Mobile
Mobile,84702,Humidity,4/3/2008,33 02 18.5,112 14 38.6,1340,2 miles SE of Mobile
Mobile,84703,Pressure,3/12/2008,33 02 18.5,112 14 38.6,1340,2 miles SE of Mobile
Mobile,84704,Ave. Wind,4/2/2008,33 02 18.5,112 14 38.6,1340,2 miles SE of Mobile
Mobile,84705,Wind Dir.,4/1/2008,33 02 18.5,112 14 38.6,1340,2 miles SE of Mobile
Mobile,84706,Peak Wind,3/29/2008,33 02 18.5,112 14 38.6,1340,2 miles SE of Mobile
Mobile,84716,Dewpoint,4/5/2008,33 02 18.5,112 14 38.6,1340,2 miles SE of Mobile
Agua Fria R. @ Buckeye Rd.,85000,Precip.,10/6/1988,33 26 05.7,112 20 03.2,970,"Buckeye Rd. Bridge over Agua Fria River, nr Avondale"
Colter Channel @ El Mirage Rd.,85500,Precip.,6/29/1994,33 30 41.1,112 19 25.6,1030,1/4 mi. N of Camelback and El Mirage Rd.
Dysart Drain @ Luke AFB,85800,Precip.,8/22/1996,33 32 38.3,112 20 57.8,1075,1/4 mi. West of Northern Ave. & Litchfield Rd.
Ford Canyon Wash,86200,Precip.,2/5/2002,33 35 47.3,112 29 57.3,1470,Alignments of Cactus Road and Tuthill Road
McMicken Dam South,86500,Precip.,2/13/2002,33 35 11.6,112 28 37.3,1360,1/2 mi. N of the alignments of Peoria and 195th Ave.
Dysart Rd. @ Bell Rd.,86700,Precip.,10/25/1992,33 38 12.4,112 20 28.5,1190,"Dysart Rd. at Bell Rd., Surprise"
Sun City West,87000,Precip.,3/30/1995,33 39 55.7,112 21 24.0,1240,1/4 mi. SE of the Beardsley Rd. & Litchfield Rd. alignments
White Tank FRS #3,87300,Precip.,3/12/1986,33 31 56.0,112 28 19.2,1215,4 mi. N of I-10 on Jackrabbit Trail alignment
White Tank Outlet Channel,87400,Precip.,12/7/2016,33 29 38.1,112 28 45.4,1160,Indian School Rd. @ 195th Ave.
White Tank Outlet Channel,87407,Stream PT,12/7/2016,33 29 38.1,112 28 45.4,1160,Indian School Rd. @ 195th Ave.
Camelback Rd. @ Citrus Rd.,87500,Precip.,5/10/2012,33 30 28.8,112 26 39.9,1115,Camelback Road at Citrus Rd.
Camelback Rd. @ Citrus Rd.,87501,Temperature,1/22/2015,33 30 28.8,112 26 39.9,1115,Camelback Road at Citrus Rd.
Camelback Rd. @ Citrus Rd.,87502,Humidity,1/22/2015,33 30 28.8,112 26 39.9,1115,Camelback Road at Citrus Rd.
Camelback Rd. @ Citrus Rd.,87504,Ave. Wind,1/22/2015,33 30 28.8,112 26 39.9,1115,Camelback Road at Citrus Rd.
Camelback Rd. @ Citrus Rd.,87505,Wind Dir.,1/22/2015,33 30 28.8,112 26 39.9,1115,Camelback Road at Citrus Rd.
Camelback Rd. @ Citrus Rd.,87506,Peak Wind,1/22/2015,33 30 28.8,112 26 39.9,1115,Camelback Road at Citrus Rd.
Camelback Rd. @ Citrus Rd.,87516,Dewpoint,1/22/2015,33 30 28.8,112 26 39.9,1115,Camelback Road at Citrus Rd.
White Tank FRS #4,87800,Precip.,1/9/1986,33 27 03.8,112 28 54.3,1035,1/4 mi. NW of Jackrabbit Train and Van Buren St.
Bullard Wash @ Van Buren St.,89200,Precip.,12/13/2017,33 27 00.3,112 22 58.6,980,Van Buren St. 0.4 mi. west of Bullard Ave.
Bullard Wash @ Van Buren St.,89207,Stream PT,12/13/2017,33 27 00.3,112 22 58.6,980,Van Buren St. 0.4 mi. west of Bullard Ave.
Bullard Wash @ Indian School Rd.,89500,Precip.,6/27/2006,33 29 32.7,112 22 54.1,1025,Indian School Rd. @ Wigwam Blvd.
